Name main company,Name dessigner company,Distance,Latitude,Longitude
Bigpoint,No results,No results,No results,No results
XCOR Aerospace,HERE IoT Design,369,No results,No results
Medicalis,No results,No results,No results,No results
PINC Solutions,No results,No results,No results,No results
Accellos,No results,No results,No results,No results
RF nano,No results,No results,No results,No results
ZoomSystems,No results,No results,37.780609,-122.393385
Catalyst Biosciences,No results,No results,No results,No results
Mint.com,No results,No results,No results,No results
PhotoThera,No results,No results,No results,No results
Core Dynamics,No results,No results,No results,No results
ticketea,No results,No results,No results,No results
Exent,No results,No results,40.750191,-74.003734
GoodBelly,No results,No results,No results,No results
ESBATech,No results,No results,No results,No results
Chronix Biomedical,No results,No results,No results,No results
Intermolecular,Studio San Francisco - Ubisoft,225,No results,No results
Pontis,No results,No results,No results,No results
Lumavita,No results,No results,No results,No results
Extricom,No results,No results,40.72458,-73.98133
Exalt Communications,No results,No results,No results,No results
Audience,No results,No results,No results,No results
Visiogen,NY Brand Studio,301,No results,No results
Palyon Medical,No results,No results,40.75479,-73.98736
Lycera,No results,No results,No results,No results
iScience Interventional,No results,No results,No results,No results
Molecular Templates,No results,No results,30.271838,-97.742553
Marinus Pharmaceuticals,No results,No results,No results,No results
CycloMedia Technology,No results,No results,No results,No results
NeoPhotonics,Studiohouse,338,No results,No results
20:20 Mobile,No results,No results,No results,No results
CrowdGather,No results,No results,No results,No results
Intradigm Corporation,No results,No results,No results,No results
OpTier,Eastern Silk,148,40.75479,-73.98736
Scout Labs,No results,No results,37.773291,-122.422487
Alnara Pharmaceuticals,No results,No results,No results,No results
CoolIT Systems,AT&T — Consumer Digital Experiences,429,No results,No results
Ybrant Digital,No results,No results,No results,No results
SunGard,No results,No results,No results,No results
Azingo,No results,No results,No results,No results
MedeAnalytics,No results,No results,No results,No results
Waste Remedies,No results,No results,No results,No results
Omni-ID,No results,No results,No results,No results
Zymeworks,Eastern Silk,157,49.263985,-123.138731
Athenix,Mm Clay,349,No results,No results
Deerpath Energy,No results,No results,No results,No results
HaloSource,No results,No results,No results,No results
Si2 Microsystems,No results,No results,No results,No results
Nuventix,No results,No results,No results,No results
Schoolwires,No results,No results,No results,No results
Hycrete,No results,No results,No results,No results
Pearl Therapeutics,No results,No results,No results,No results
Teliris,No results,No results,No results,No results
Nektar Therapeutics,Villa Beau Interiors,216,No results,No results
Aveksa,No results,No results,No results,No results
Mobiles Republic,No results,No results,No results,No results
Preferred Systems Solutions,No results,No results,No results,No results
SpectraLinear,No results,No results,No results,No results
Layer 7 Technologies,No results,No results,No results,No results
Digi International,No results,No results,No results,No results
MedManage Systems,No results,No results,No results,No results
Physicians Interactive,No results,No results,No results,No results
Antenna Software,No results,No results,No results,No results
Cyber-Rain,No results,No results,No results,No results
Aspen Aerogels,No results,No results,No results,No results
Alter-G,No results,No results,No results,No results
TARIS Biomedical,No results,No results,No results,No results
XDx,No results,No results,No results,No results
CE Info Systems,No results,No results,No results,No results
Edgeware,No results,No results,59.330341,18.058117
Delphi,No results,No results,No results,No results
WiNetworks,No results,No results,40.766906,-73.988316
Altobeam,No results,No results,No results,No results
EpiCrystals,No results,No results,No results,No results
Jasper Design Automation,No results,No results,No results,No results
Pipeline Micro,No results,No results,No results,No results
EcoSMART Technologies,No results,No results,No results,No results
CoMentis,No results,No results,No results,No results
FireScope,No results,No results,No results,No results
Acumentrics,Designtorget,405,No results,No results
Advanced Manufacturing Control Systems,No results,No results,No results,No results
Innovation Fuels,Gibson Guitar,421,No results,No results
ERTH Technologies,No results,No results,No results,No results
Principle Power,No results,No results,47.601189,-122.329803
Gevo,No results,No results,No results,No results
Sunovia,No results,No results,No results,No results
ExploraMed,No results,No results,No results,No results
Nuon Therapeutics,No results,No results,No results,No results
Mainstream energy,No results,No results,No results,No results
Clean Mobile,No results,No results,No results,No results
Breathe Technologies,No results,No results,No results,No results
Inspire Medical Systems,No results,No results,No results,No results
Spiracur,No results,No results,No results,No results
Bioscale,BrushCapades Seattle,403,No results,No results
Onset Technology,No results,No results,No results,No results
Formatta,No results,No results,No results,No results
Maxymiser,No results,No results,No results,No results
Genasys,No results,No results,No results,No results
VISEO,No results,No results,48.869239,2.308824
Flirtomatic,No results,No results,51.523935,-0.099253
Colibria,No results,No results,No results,No results
Keldelice,No results,No results,No results,No results
VytronUS,No results,No results,No results,No results
Struq,No results,No results,51.51343,-0.137057
High Gear Media,No results,No results,No results,No results
SoloPower,No results,No results,No results,No results
Coskata,No results,No results,No results,No results
Metallkraft AS,No results,No results,No results,No results
Solairedirect,Garella Gallery,266,No results,No results
Qteros,InterfaceFLOR - London Showroom,437,No results,No results
NeoSystems,No results,No results,No results,No results
ChallengePost,No results,No results,40.741187,-74.005474
Mashable,No results,No results,40.738456,-73.988816
R2 Semiconductor,Golden Gekko,208,No results,No results
Unique Solutions,No results,No results,No results,No results
DeciZium,No results,No results,37.335885,-121.894028
Compliance 360,No results,No results,No results,No results
Ciclon Semiconductor Device Corporation,No results,No results,No results,No results
AlterPoint,No results,No results,No results,No results
Sana Security,No results,No results,No results,No results
High Tower Software,No results,No results,No results,No results
Mirage Networks,Dannijo Studio,141,41.879689,-87.629649
Force10 Networks,Mohawk Digital,247,No results,No results
TeachScape,No results,No results,37.786925,-122.405658
PopCap Games,No results,No results,47.61319,-122.342637
ISIS sentronics,Bobo Design,235,No results,No results
StyleCaster,No results,No results,40.746009,-73.98885
OmPrompt,No results,No results,No results,No results
UAB FIMA,No results,No results,54.709705,25.30019
IPM France,No results,No results,No results,No results
Decalog,No results,No results,No results,No results
Content Syndicate: Words on Demand,SpotHero Product War room,262,25.192939,55.237168
Athic Solutions,No results,No results,No results,No results
Northern Power Systems,Fashion Incubator San Francisco,125,No results,No results
GreenVolts,Modern Species,375,37.792168,-122.401594
AltaRock Energy,No results,No results,No results,No results
SoftLayer,Homepolish,170,No results,No results
Purple Labs,No results,No results,No results,No results
Semprius,Domus Lumina,367,No results,No results
Quench,No results,No results,No results,No results
Grain Management,No results,No results,No results,No results
MBA Polymers,One618 studio,208,No results,No results
aCon,No results,No results,No results,No results
OSG Records Management,No results,No results,No results,No results
AVIcode,Gravitytank,329,No results,No results
Teambox,No results,No results,No results,No results
Bling Nation,No results,No results,No results,No results
Access Intelligence,No results,No results,No results,No results
Roc2Loc,No results,No results,37.781417,-122.407627
Adventi,No results,No results,No results,No results
Testplant,No results,No results,51.519354,-0.103598
OATSystems,No results,No results,No results,No results
HiperScan,No results,No results,No results,No results
Ultra Electronics,No results,No results,No results,No results
BzzAgent,No results,No results,No results,No results
PacketVideo,No results,No results,No results,No results
Trapeze Networks,No results,No results,No results,No results
SKURA,No results,No results,No results,No results
Avenda Systems,The Factory,132,No results,No results
Homesnap,No results,No results,No results,No results
BuyVIP,Dig Hq,231,40.416624,-3.70567
Adomo,No results,No results,No results,No results
CPower,No results,No results,40.75479,-73.98736
GreenBytes,No results,No results,41.831647,-71.421972
Culture Jam,No results,No results,No results,No results
Nordic Windpower,No results,No results,No results,No results
Anchor Bay Technologies,No results,No results,No results,No results
Kineto Wireless,No results,No results,No results,No results
SandForce,No results,No results,No results,No results
Sierra Monolithics,No results,No results,No results,No results
Venturi Wireless,Maya Hansen Showroom,207,No results,No results
GoTV Networks,No results,No results,No results,No results
Veeco Instruments,Eastern Silk,148,No results,No results
FinAnalytica,IndieWhip Studios,288,40.750349,-73.981988
Presidium Learning,No results,No results,No results,No results
Equiendo,No results,No results,No results,No results
Crocus Technology,No results,No results,No results,No results
Canevaflor,No results,No results,No results,No results
afterBOT,No results,No results,No results,No results
Continuity Engine,No results,No results,No results,No results
Incuity Software,No results,No results,No results,No results
Nexterra,No results,No results,49.28527,-123.12157
Neodyne Biosciences,No results,No results,No results,No results
NovaSys,Dawes Digital,273,No results,No results
DebtFolio,No results,No results,No results,No results
Everyday Solutions,No results,No results,No results,No results
NanoBio,No results,No results,No results,No results
InfoLogix,No results,No results,40.189781,-75.107833
smartFOCUS,No results,No results,No results,No results
Ponte Solutions,No results,No results,No results,No results
PaymentOne,No results,No results,No results,No results
Arkeia Software,Think Profits.com,454,No results,No results
Jelli,No results,No results,No results,No results
PubliAtis,No results,No results,48.870645,2.344785
Vigilos,No results,No results,47.61044,-122.340922
ANTs Software,No results,No results,No results,No results
OptiMedica,No results,No results,No results,No results
Tiny Speck,Idryonis Studios,282,No results,No results
NanoInk,No results,No results,No results,No results
Advanced Power Projects,No results,No results,No results,No results
Luminus Devices,No results,No results,No results,No results
Chestnut Medical,No results,No results,No results,No results
Nellix,No results,No results,No results,No results
Cameron Health,H2 Impression,297,No results,No results
Cantimer,Ann Sacks,182,No results,No results
Celestial Semiconductor,No results,No results,No results,No results
Purfresh,No results,No results,No results,No results
InSound Medical,No results,No results,No results,No results
Getyoo,No results,No results,50.843836,4.349238
